order_id,products
1154271,21137
3267388,4210 4971 10374 12782 12916 22617 24852 27360 44666 48351
2155508,2535 3631 5264 9387 16953 32689 39993 43928
2821236,7131 9839 14444 21903
2291161,8067 10569 14325 15221 23915 37869 38775 45483
1278235,8571 9067 10441 37687
3115929,4562 16882 24184 24852 29487 35079 43183 45007 45116
1428042,1940 5535 12206 13176 14235 24750 25949 33198 44142 44980 47613
2002547,836 3800 22913 26698 46817 46844
463955,23763 28204 47766
1329603,5746 30994 39475 44375
1794686,13176
997240,17902 43739
2683418,5120 8087 13646 13870 17652 19057 20169 22888 22935 25931 27845 34126 35628 35997 41844 42736 44359 47209 48094
760238,4986 5450 6244 7304 7901 7963 10635 11874 14252 14999 21137 24184 26209 28842 31486 32982 33026 35923 37065 47144 49683
1078140,7054 22825 22935 24852 27845 35547 47766
1950690,4809 7963 8087 8277 19057 24852 32523 37754 41806 47119
1337865,4731 19219
1416140,18105 40910 48857
1903631,1443 2091 3957 6046 19660 25093
1678652,117 11182 18465 21137 21333 22825 24024 24852 27845 32442 33198 34969 49683
3208370,8571 21903 28413
2941657,6184 19691 20955 32478 35886 43352
1875407,2326 13176 13198 21903 29387 38689 39550 40516 41089 46979 47766
2525416,46094 49676
1066448,13176 18465 21616 26369 33055 35951 48679
194333,1096 10685 23282 39448
1014450,13176 16797 21288 43352
602511,1994 3957 11140 11520 13176 14678 19731 21137 21903 23765 26452 27966 30391 31257 38293 38531 40063 43295 47042
2724358,3243 6846 8047 17704
3065819,449 3384 16305 20118 25169 25952 27355 31355 38947
2472400,16616 22935 34969
2167240,432 18027 23909 43881
923597,5077 8536 16797 24852 27966 35921 36393 45066 47209
2276730,12456 21903 27966 39984 47209
2119684,28420 38558 45437
3047800,11250 28682 31078 37552 38944 42265 45788
353345,8518 11520 11776 19678 20323 22425 22935 24964 33000 35510 44359 46667 49192
2009836,6948 13646 21903 31371 38456 40706 47626 47766
2515692,5258 21386 39275
352777,21903 24964
1229041,1158 8121 8424 9018 21890 24852 25146 25340 25852 39275 41787 43037 45007 46886 46979
2157063,16797 24852
2022482,2519 2577 7120 11741 13176 25718 28226 31915 36011
2140221,311 4451 8580 9124 11123 11865 13807 14633 18272 21137 24631 28199 30391 31231 31343 33788 34217 38777 41844 44051 45066
803932,343 890 6187 11005 14764 18370 19478 20574 20995 21137 21903 22556 24489 26369 27845 28849 30391 30406 31915 32585 33731 35547 35951 37220 40604 42458 42701 42768 43122 44632 45788
1888780,11073
705024,7631 7693 17122 19178 22309 24852 28632 47977
1770286,2962 6104 13176 14084 22115
1396297,1215 2716 3020 6891 16797 19348 19627 22035 24852 26558 27845 43875 44275
2973864,10385 16797 18465 21903 24852 40174
251879,1743 5460 6023 12481 14576 18362 19734 20114 25986 27086 29373 31215 32684 41290 42414 44292 47157 47766
1074106,6104 6615 12258 13176 15392 18811 25093 27086 27845 28204 30489 46979 47626 47766 49683
2480937,14870 21137 21903 27521 30385 43295 47626 47766
472382,8518 24838 24852 46738 47766
531246,11193 16797 24852
1313638,852 1366 6187 6201 6328 15187 19686 20561 24852 26604 27360 33317 34230 38041 38739 39921 40310 40332
664507,3457 10315 11109 21903 26661 27705 30776 46372
3116531,27744 27845
591015,24311 30252
1551053,18443 40939
1217351,1398 4016 4957 5785 7026 7781 7908 9458 10851 11448 11676 11777 13194 13740 14437 15841 16139 20794 22767 24249 24799 25718 26221 27325 28155 29926 32645 33198 33370 33548 33787 34195 38941 40571 41131 42372 43154 45603 46088 46676 48988 49235
2918522,4347 11826 20302 24852 40897
1721190,2452 5876 8968 12576 13176 16185 16570 17429 21174 23835 24799 26209 26384 29112 34281 37158 39190 39922 45437 46616 47209
3353482,3442 22556 24852 24954 32030 44632
459728,8381 16396 19625 28380
3024897,17316 24852 35921
2438053,1006 1263 3835 5322 10580 15042 15860 15925 16152 17616 18709 21497 22108 23723 25493 27966 31683 31981 34217 34862 38159 39041 39275 40310 40920 41371 42352 42450 44595 45645 46244 46842 47611 49144 49273
731775,45603
2686166,10032 19208 24535 29307 34658 40706 47626
1618650,260 6104 8277 9839 10108 10749 13176 18609 21137 21405 22935 27104 30489 34530 35078 37687 39275 39877 40706 41593 41757 42828 43768 47209 47626
1893705,25 42536 43143
3128290,2295 3347 9387 13176 16797 17794 18105 19180 21616 21938 24852 24964 34584 44910 45007 46802 47766 49683
945586,21616 21903 24852 28985 35951 45066 46654
1437745,14917 18523 24177 33682 33754 33787
2030412,4920 5212 12196 19660 20339 21137 21267 23650 24852 37646 42701 42803 45007 47209
2074011,2091 6532 18606 21616 21903 21938 24024 33647 33754 33787 38159 39928 47087 47766
1684023,6656 13176 20899 25949 28597 30639 32585 32655 40691 42445 42828 44632
3383817,2835 4421 5970 7781 16797 17600 19019 24852 26505 27344 27690 27761 27966 29432 30776 33232 33651 35761 39275 45596 49235 49478
518763,4793 17988 25272 35628 42897
680,7693 7743 14836 27275 30353 30441 47977
3408668,10343 17878 22825 26317 30391 33731 35547 35951 37947 42342 45007 48140
3409255,2295 47329
1089472,6155 22610
2355820,24852 25346 36070 47626 49588
1376842,5337 10768 16185 17553 27845 37947 47766
913444,39409
59495,4149 5985 21292 31985 32403 32538 32689
233989,329 2830 3957 5876 8174 13176 16759 24964 25506 27845 27966 31506 31717 32578 34126 39984 41806 47209
2440582,10246 17794 19057 27104 47209 47626 47766 48679
1182897,22935 26369
541015,1376 5337 7485 8859 17581 26848 27086 40556 46069
2311398,8309 21903 23543 24838 24852 27966 41950 47626 47734 47766
1031187,1158 5479 5876 7156 7649 21616 21903 22935 24852 27104 27521 28670 30233 30388 44632 47209
2798368,21903 33754 33787 35951
855768,432 8528 9076 10106 10558 13870 17988 21903 24852 26604 44359
1343656,743 9694 23341 24852 28118 36106 41290
396190,1801 4114 7772 8695 11776 12817 15700 17352 19443 21053 28204 31334 32455 34386 36316 40345 41860 43038 45723 47934 49054
707298,21137 24838 27521 37173 39928 43086
1790470,46088
2642232,37774
1331068,24207 24852 35628 38689
685434,8297 16696 38159 39275
2865517,3957 4562 6638 9337 15040 16759 23405 23543 24810 26096 26104 29675 39275 39877 41065 41220 45007
2122087,5349 31964 32211 32842
1863465,4472 4605 6489 12872 19046 19057 21137 21903 24852 25659 27845 33000 34358 35633 45007 46616 47626
1578425,9060 12320 14233 16525 20114 21709 21903 35951 42719
884144,13176
1328106,5479 13176 17795 18811 32230 48364
1539843,13944
886628,34503
2223128,2781 4799 7677 12125 25640 31215 39605 41950
1403807,310 7753 13292 21386 29370 30561 31338
1493322,7054 9430 10749 11741 13646 19204 21616 21903 24852 30489 34969 35376 35547 42244 47209 49683
1825821,20940 22507 49235
396806,24852
331635,24838 27521
2865607,16797 26209 28842
1115534,6348 8021 8309 13176 15649 16797 17948 21603 21616 24799 28465 30011 33120 33647 34262 41999 46738 46979 47209 47766
142729,34668
2963402,41400 47402
1582781,2825 13351 13740 16864 18926 19660 21137 21544 24041 26317 29045 33845 36881 38689 39877 41212 41716 41844 42265 42562
14346,3609 5077 5176 8799 9547 15902 17008 17600 20955 24239 24852 27346 33894 35752 36070 38936 42460 44948 45066 47209
3314561,25906 26563 44632 45948 47087
464129,17122 20082 21137 28016 34013 43860
2402014,3896 5212 12341 17725 20632 27966 28289 44053
2957638,20395 28481 39275
996652,8195 8424 9076 13663 24852 27629 43352 49683
3154993,27966 35221 42585 46906
2884934,32211 47141
514061,14470 30749
1953028,5785 18234 32655
2425572,24852
2821555,4562 20463 25562 39732 47977
2971113,38102
1399902,8859 13176 22935 49235
3127190,37876
3307655,2962 3957 21137 42443 42445
2218509,5450 6046 13113 13176 22594 24184 36550 38427 42443 46584 47672
392285,2913 3952 13176 13852 17284 17794 21137 26283 34668 45007 47209
2652233,35221 44632
819978,45 14992 24852 30635 33572 40268 40706 42265 46064 47626 47759
2975428,5165 5876 21903 41950 45007 47766
2259371,5514 13176 13629 27521 27966 41950 45007
1229149,17600 21137 24852
821332,14419 23662 33000 46129
1332953,63 6104 7054 13629 19660 21903 23291 27336 34061 35951 37067 38456 39643
3010392,3990 4347 7930 9605 13083 15923 16797 17316 24852 28199 30827 47145 48527
1752002,4161 4605 6046 6224 8707 9623 10500 11123 11777 15592 16185 19348 20463 26698 27475 33065 41978 42455 44359
2665606,7093 20229 37725 39170 41722 45234 48440
1886687,5646 17795 19180 27531 28985 30027 41220
2842451,5068 8048 8571 16797 21292 26900 37687
1896415,196 31651 39657
1024764,11 287 9064 12538 24852 25030 32641 34653 36948 37063 40300 46842
1289690,1158 5876 13176 21903 22935 24964 26165 26800 34584
1518896,36406 40064
2566575,13176 19057 22825 37646 39877
1696349,7021 8048 8803 13176
2858161,4724 21288 21903 43352
807227,21405 47209
2063161,23909 23955 34027
1402788,13176 39190
271185,6197 8929 11777 19385 22825 24852 27845 41787 46226
3158025,8193 13176 14874 22886 24852 26604 27966 35458 40174 40742
1602668,1071 14032 27477 35652
323215,6188 8269 24852 27061 28851 34134 34745 45045
359877,13292 17461 22556 40706 47766
3032801,5077 5258 8277 10749 12233 18689 21137 21616 21709 23024 24489 27344 27454 27845 27966 37029 42445 47196 47209 48057
1681452,2295 5612 8424 21903 24852 33731 38293 39408 43295 45066 47766
3073628,45681
1645571,5479 21903 24964
3041034,9076 24852
2387387,4269 11422 13565 16840 23233 37029 38827 39276 40706
3015350,196 8195 14233 25844 47877
1515319,432 24521 24852 26620
2181604,5025 5918 6377 9076 16185 19348 26346 31883 44089
1827154,21137 30233
2541376,3098 4600 5115 7559 7781 7916 9515 11777 14992 15740 20015 21137 23543 24841 24852 33845 37050 38689 39877 43504 43662 43961 45066 45866 47209 47792
2992344,1940 4920 5808 10912 13176
789188,3599 7076 8193 8424 17766 20114 21903 24852 42585 47766
1586801,4605 4812 5450 13176 15290 17630 19057 20345 30489 38689 49044
2737201,432 436 12204 19048 20842 28553 31371
3204360,19660 33043
231587,9666
1197211,4799 10814 18727 24852 24964 25659 27966 28849 29307 31717 31853 35221 44661 46676 46979 47526 47866
3242472,10749 14493 14502 23745 24810 24852 30233 34027 35914 39041
1172614,13269 21903 24852 24964 44786 47626 48747
2316324,21709 36943 44632
2712303,2592 4162 4472 6188 9076 12000 14084 15063 18027 19057 21137 23025 24616 24852 30828 39739 44422 45364 48679
425427,2985 13629 18926 19156 24852 40396 43122 44632
987926,24852 46666
909510,5303 13176 15950 47209 48679 49078
1204715,5268 7723 13328 18523 30668 31981 39982 43259
2626352,2855 15772 16732 19691 21288 27839 39275 43352
1465955,27966 30391
1984060,2210 9825 11440 19678 24852 26384 46257 46346 49075
2628871,8424 19348 24514 29487 42495 44683 45763 47766 49098
912168,4605 19057 30233 35108 46709
2445190,3964 9623 12902 13176 15317 20824 32549 36107 44069
3024484,432 5020 10106 13874 14462 14778 16185 21137 21903 24852 24964 25890 26209 28849 30962 33731 38275 38890 40545 42736 46906 47626 47766
2482146,54 9932 17460 17769 18489 23544 24852 31808 31981 45748 47366
2257033,13176 47209
1234649,4605 12606 24852 34601 35546 44290 44632
2391679,3479 21462 29798 43295 47209
784313,24852 26032 30719
2112905,11182 21137 24852 27966 38689 39409 41844 42244 47209
2979853,12745 17553 35951 38689 40174 49215
3347702,17744 17996 19173 24852 27086 33198 42504
374442,19536 20842 24253 44663
1052121,8955 14218 18883 24024 24195 26165 26317 27695 28373 29487 37524 45066 46979
1986514,39275
1294824,260 7177 18094 19057 21938 22124 23576 24830 24852 26915 27086 27966 33787 39928 45007 47209
151083,2855 5322 9018 16848 37524 41950 43616 46979
3348885,5077 6686 22249 23909 27356 31778 37736 46141
1274813,27966 47766
2810614,13176 32455 33000 41400 43352
1625007,2180 11512 12916 26209 26525 35124
2969726,5025 24852 33000 39001 49235
3003696,19180
434825,7693 13249 16997 28993 32156
1957483,6631 16528
2538418,5876 17600 17896 19057 21137 30391
2395004,2855 5063 5450 5876 8467 9550 12099 14702 17131 17579 17898 24838 29544 33037 35503 36036 37388
1230756,4534 8260 12508 16797 17638 23687 24852 33357
766817,36472 37710 41400 46562
2100303,28357 34262 38291 44142
245000,196 6184 7131 13176 13259 16797 20940 21288 37919
576622,12232 28842 33122 39620 44142 45066
2175236,738 13176 21903 30391 47766 48628
1664027,15450 26604 27966 43101
1882579,3481 8174 8277 14711 14764 18234 24964 30949 34243 40852 41242 43122 44144 48364 49383
2071567,14211 24413 27061 35503 41793 45810
246627,18615 27156 33768 35561
3049294,5428 6341 8516 13176 23228 24799 25199 29270 47626 47766
2463635,1158 4605 4920 5373 10504 12980 15995 17794 19057 22395 24852 25043 27521 30962 33731 34358 38689 42828 45535 46584 47766
1207802,28155 31036 41131
1817227,2935 4210 13176 41665
3245107,2693 4920 5077 7854 9076 11182 11662 12508 15950 16797 17727 19604 22326 24852 25804 26010 28199 28226 32579 33232 34027 35360 38739 38890 39737 47242 47977
1331438,196 5258 20940
3059431,1896 13176 19678 20015 21709 21903 21927 40396 47196 47209
317945,9175 23909
193017,5876 10070 19049 30391 34668 41950
2953623,5884 10690 12919 16953 16974 18362 36316 39332 41355 42888 47977
3129557,10479 14897 21709 33222 45761
423144,11182 12099 24852 35989 40332 47626
1547271,11712 14467 46979
2803293,5077 14951 24852 34234 47931
1723721,22610 38664 38996 39922 42078
2240175,10 895 2770 4421 6489 7715 9825 13176 16797 17630 17794 22935 24852 26209 26790 28204 28465 32734 35147 36714 36865 37687 39180 43122 46979 47766 48395
2410231,9839 13176 18027 18465 19906 24852 25890 34969 47156 47766
3018612,20842 22888 24852 27521
2107687,8903 19821 24179 24852 34224 35504 39972
2388174,10132 13176 14371 27344
1744711,19678 24852 27845 39928 47626
1682085,1158 13304 21616 27086 31506 35951 40311
2289284,18689 27845
2594262,21137 22124 24852 37646
21455,5514 11520 24964 39275 47626 47766 49683
2511840,6184 13176 32794 41787 43352
3139558,2120 4605 6878 21709 35221
539317,2086 7503 20247 21903 23178 38456 45066
849480,4366 8021 22963 24838 39275 41220 47672
2169134,5492 11492 15380 22882 33589 35761 39404 46286 49272
421019,3957 8021 22979 24852 35951 45603
1761059,13176
1576032,117 890 1468 3561 4962 5769 8424 11520 12797 13176 13870 14992 16349 16797 26209 27845 28842 30480 31506 32734 34243 34358 38544 39275 39475 40229 41787 42736 42828 43129 44910 47626 47766
561757,2132 2386 5194 9339 11168 13166 13176 13646 18838 19706 21137 24852 25197 25466 32655 33055 34262 38159 44560 47672 49235
1692795,5161 8277 13176 24838 36011 37646 38689 39560
431169,17634 34343
3268532,4210 9387 13870 14161 23909 24852 27086 28204 31981 42633
1559188,3957 21463 37646 47912
2546582,432 6813 7781 14381 21368 33827 35900 43218 45066 45763
623552,10613 29503
2745865,5077 6631 9238 10248 10314 10761 11447 11520 15386 21137 21938 24852 31188 42265 44359 44632 45066 47144 47258 47766 48230
107400,5922 6948 12756 13829 16466 21137 24852 26800 28934 30305 32139 33731 35951 39121 39928 43961 47766 48595 48679 49075
3047209,15290 47626
1984994,1511 5782 9387 11344 13479 17982 25495 27086 34969 45416 46513
2310530,5764 28204
991374,196 8048 8859 8923 12341 13176 21292 21903 32478
3393857,4210 44292
2054609,703 1831 2639 4472 5077 12508 13176 14759 20919 32465 39046 40348 44187 46817 47946
1397210,26209 34525 35108 42445 47766
1113718,4149 13176 14999 22699 26079 38890 41058 46979
2826112,13176
1995356,5716 21903 30558
2927567,14414 26914 46061
2880357,12023 30169 42244 44144
2186429,46203
542761,1463 13176 19057 21137 27966 30489 38657 40604 47225
394927,13176 21137 23339 24489 24852 30830 30949 31433 45977 47766
114749,8518 15392 21137
2267210,9020 16083 22908 33198 43961 44987 46584 49075
1603452,43154
2779058,1217 8252 18632 24323
1370542,7295 17615 21616 22754 23037 27156 28204 38433 38817 39046 45441 46820
2836901,16622 19660 30639 38264 40941
2410471,11750 22767 22788 25985 26286 31066 31876 32235 33772 40287 40332 47817 49027
1178322,12384 22825 24852 45007 48058
630662,5479 8087 9839 10008 13014 13176 18523 21683 22935 24010 24184 24838 26882 27104 27521 30489 33754 35951 36724 36772 39619 40545 43343 44359 47209 49683
2697750,4920 12872 21125 21405 22035 24852 25659 25890 35282 42736 47144 47788 49683
370108,1999 4605 7412 8424 9020 9755 19068 21903 23805 27344 28204 35108 46667 46990
2109489,2091 10749 14947 20015 30720 37131 47766
1471303,17027 32846 40962
1649045,8277 11006 13176 15950 17600 18362 20015 20995 21137 22935 24964 31343 33640 34126 42585 44359 46667 47209
1601820,3957 13176 33031 33736 45437 45445 48220
1023048,116 11712 14467 30489 38647
515172,1521 3358 7050 39844 42585 42834 43304 48199
1196243,19057 21137 25814 35336 39475
3124207,5785 7521 21903 26384
1749762,4792 12099 13147 17600 24852 26790 41007 45066 49235
2444448,13544 13997 24852 26509 31808 31848 34269 38400 43974
2240319,1940 24852 49235
359132,5077 7521 24024 24852
1836703,24964 27845 30233
2329776,3717 21903 24852 27307 27737 45066
890891,10957 13977 46779
1175703,196
171161,1729 13176 21137 43352 46802
3309460,7781 7948 7963 17789 21019 21137 21903 22935 24221 30489 33401 34262 38777 39877 46667 47209 49235 49683
2717936,283 2326 5818 8277 9076 14267 15290 17794 20114 21903 24852 26369 28849 30011 33294 35951 37646 40396 45007 48679 49608
2280386,7862 10473
2622975,3481 4605 4920 6193 9076 14852 18918 19019 21872 21999 24010 24024 24891 27509 28934 30442 33741 34969 39097 44201 44328 45679 46064 49683
1767266,788 5727 24852 37504 40910 44683 48100 49683
2133908,30720 43352
3375117,5578 21903 21938 27104 38400 40174 42585 46526
1245516,5479 5646 5876 8174 8518 10132 18027 18479 18656 19057 26369 29027 35921 39228 45007 45673
3067913,16797 18566 20274 23025 24852 30975 37646 40706 46692
1887777,4793 5077 5612 6532 7781 7948 8277 9839 10912 11129 11352 13176 17985 18370 19354 20899 21903 22935 25197 26248 26790 31100 32864 35628 39877 39928 40852
3327545,8580 10172 12897 13626 15424 15526 23079 24852 33232 35921 37173 39618 43295 44142 45066 45239 47672 48205 49617
442799,5479 6692 11447 11520 17316 20114 24838 24852 25138 26209 27845 28842 35547 45066 47209 47766
758591,6046 19660 21038 21903 27336 27521 28204 29752 30391 34005 34050 37646 39275 43735 45544
2895047,47591
3275496,10621 14355 19135 21195 21903 25659 27521 27999 30391 32689 33407 35530
1554142,25551
756240,24852 46906
17250,13176 19348 20995 30489 33120 33731 34128 38777 41950 42265 42585 45066 49235
442762,20114 24852 44142 47626
188884,11182 21903 30776 47766
1492782,21137 29447 36550
971078,24852 26604 43352
2621398,1244 4920 5612 6532 7781 10017 11130 11440 12069 13176 14929 17183 18078 18531 21137 21376 22151 24852 26100 28985 30949 33731 39561 39877 39928 40706 43122 45007 46906 47626 47766 49383
1857298,7963 8277 13176 13984 25387 27086 27521 28465 36865 47209
2084393,45007
2544687,2452 3957 4697 7916 8309 14992 19625 21150 24799 27344 28204 31766 35221 36865 37158 42307 44632 46069 47766
3235599,8277 17794 21903 24852 27966 34358 47144 47626
2448955,10374 24852 26384 27966 36792
2856091,14947 21616 24852 26914
3000244,9515 13176 16249 18465 21903 22035 27104 32293 37646 40396 44632 45948 47209 49247
378879,3682 5450 8087 8518 11520 21367 24852 32478 34969 35163 41220 44310 45741 47626
901286,365 2732 8277 13176 17948 19816 23233 27344 27750 27845 31183 32655 39216 42445 42768 46709 47209 49235
294367,5876 13176 21137 24838 25043 29826 32689 40761 45570 48135 49174 49235
1175101,5876 6046 11712 21903
2702873,1940 3020 5279 7781 9421 13740 14999 20842 21376 46572 49235
1985528,4451 13083 24891
1645116,21903 23044 24852 25949 27156 28204 41340 44359
1849582,2840 3992 4210 5069 14097 14852 19178 20899 24701 27985 29429 30597 32429 33301 33894 39185 39993 42460 43183 43259 44142 47626 49191
2700699,4675 15872
2630480,17562
2029163,17807 24852
249694,895 1896 3957 5785 9598 10749 16070 17454 17630 17985 18465 19057 19239 19660 20899 21137 21903 23375 24852 27966 28278 30391 33000 33787 40363 41805 45007 47209 47626
1818241,13176 24339 28199
784591,9076 12121 14897 16797 17463 21137 26604 28985 38256 44561 45066
3099585,8277 13176 14112 28985 30776 43122 43295 45603
726748,9411 24852
1052681,1559 3665 6348 8362 11123 12397 12817 15526 19006 20785 24024 26209 26604 28204 28993 30144 31654 37665 40706 42265 43631 44142 48933 49683
1115717,2450 5959 10895 12276 13629 21137 25272 29487 33754 35221 38293 38456 41165 42450 42701 43504 44268 46906 47626
3033163,8467
2224091,13176 14114 21288 48142
1797162,3025 5640 9339 12576 12756 19660 21137 21616 24838 24852 30776 43504 47209 47766
3328645,7628 34358 49098
1805748,8153 11367 12879 14379 16797 24852 26604 29392 32331 48071
2008257,2855 6184 10441 11759 12341 12427 13042 13176 13966 14715 17122 21903 31102 34343 37710 39814 41276 42265 42500 46149 46562 48142
580725,45 5902 16617 18078 30489 33754 41408
521092,8571 37687 43739 47788
1957605,2536 29004 35900 37798 48192
288568,651 1940 3376 5612 6631 8277 8424 10132 10978 11301 13014 13176 13829 14678 14778 18370 21137 21903 21938 22935 22984 23898 24489 24852 24964 25005 26351 26717 26790 28849 28914 28985 30391 33716 33788 34126 39097 39275 40706 41860 42585 42768 43768 44359 46505 47717
72140,8475 31981 42506
2838565,20114 23909 26209 26384
2993217,1744 2966 8518 11140 11159 22149 27325 29537 33198 34262 38447 47209 47856
1213538,5449 8518 12980 13176 19821 21903 24024 25931 26165 32333 39877 43165 45223 47209 49318
1837705,29277 34466
865539,16797 24024 24852 45007 47766 49683
1139913,16185 21903 23543 24852 37687 38400 39877 45007 46906 46979 47626 47766 49683
1203778,17530 24959 41290
2284393,3285 5025 9387 19145 19207 24852 25783 26553 29001 32047 32734 35042 38285 44870
1772359,2774 24852 34112
745865,21137 27966 30233 31720 39475 39928 44632 45009 47209
448769,11628 17487 21709 22035 22594 24852 27086 27845 27966 34497 36735 38558 39578 40742 41079 42244 42443 46650
426287,2086 8021 21542 27845 28373 28398 38159 41950 43988 44359 45633
3214603,8467 27845
1923140,2210 4210 5460 5876 11068 12320 13176 21938 22035 22260 25890 26209 28745 31343 33731 38286 39475 40571 48559 49374
1678049,7807 14886 24852 27801 30849
1251817,6347 14702 19057 24852 27845
688965,6383 9932 24852 37067 38739 41874
753056,25332
2058156,14419
266423,937 1498 2180 3229 5077 9216 9875 13578 13966 16953 25030 27429 28255 30287 30532 33050 33223 36403 37449 40310 40332 40600 41704
1951437,31188 41212 44910
2111243,9703 23645
1700513,11499 13176 19895 21137 26604 27966 36550 39097 41271 46720 49416
3218302,10690 36316 45190
2814368,1879 2086 5479 5764 7780 9550 11143 13512 14678 14715 14766 16290 17835 19893 21137 21462 21938 22721 26315 26664 28199 28204 30494 31663 34121 36550 36676 36939 37103 38430 39619 39924 40268 41596 42719 43192 43961 44075 47144 47209 48210 48628 48859
1559487,2086 4421 31343 35898 37119 47209
892425,5769 21780 35470
2454529,1940 2745 10912 13176 32684 35914
2401778,27466 47626
2344866,2351 5386 5618 7781 9020 11182 13702 20082 37067 38277 39275 39796 40332 45149 49131
2427649,21137 38768
234488,11543 15923 17769
1673196,16396 18839 24082 27744 47209
266463,23094 35898 39180
886122,21903 24852 26384 27845 27966 38051 47734
1490402,4753 12817 14211 14381 16797 26871 28199 29689 32338 43875 44864 47888
224726,264 6991 12817 14651 15923 18818 21793 23234 24852 37646 39280
1689967,8277 13176 21137 22825 26604 27521 38777 47209 48745
204550,3951 7808 8186 8277 10339 12395 13870 14491 18140 20119 21390 23576 24372 25466 26209 27344 28204 28670 30233 30391 32647 33198 34745 35221 36406 36724 36913 38311 39877 41950 43875 43961 44632 46106 47888
519906,47766
603962,24852 34487
858148,13166 16757 27966
3024502,21019 24852 44632 48356
1892876,3801 15424 19348 20171 25266 32700 41545
1973780,4357 13176 28601
2267511,9825 13166 33572
1423914,5077 7542 44548 47141
850450,4945 14633 24852 39448
2647677,14999 24852 32689 35914 45123 47626
3026881,19660
3159043,11776 21903 21938 22425 24024 26209 32402
2662673,6549 18027 28934
1097179,20738 35221
2728938,4462 11520 13176 19057 21903 24852 30391 47766
3044907,10108 16617 16797 21137 21267 21709 21903 25513 27086 30489 42265
2309459,13176 33000
384366,5818 11112 17878 20114 21938 27086 41844
2396968,24852 45066
3165962,13984 28553 30450 32689
1660109,11140 22935 24852 28289 47144 47209 47672
669732,1352 6046 24852 27104 27464 27845 28427 28985 34234 34358 48205
13715,5077 6686 6991 7751 8937 15820 15924 19348 19863 34026
1733607,27521 28656
2490612,8518 21616 22556 26369 31964 47626 47766
139101,12341 33000 35951 39858
1173287,4210 20114 20171 23339 26209 26497 27801 31717 34969
596524,651 7862 14161 29223 43352 49235
2960152,13166 21137
1527526,1194 14218 21376 28204 28373 42265 42342 49520
2203888,19125 22935 28079 47626
1479396,19125 24852 27104
3138390,8339
935539,1194 12606 12916 14233
4372,2078 9808 12029 15995 16797 18200 19057 21096 22035 24852 27156 31343 46584 47209 48171 49235
1366935,1783 3390 5077 13176 21137 23579 26629 27845 39863 40706 42930 44632
3170873,9076 9208 15221 22656 39921 43352
448901,13176 21616 24852 38689 40174 47766
1085885,8277 16763 16797 17758 21903 23102 24852 45249 47766 49131 49247
1647128,18465 21616 24852
948646,1783 11777 20604 22006 26604 35079 35900 38739
2464677,23540 28836 46088
1209985,432 1215 4957 5612 5876 8017 9739 10132 11009 13176 19057 19354 23079 23375 24852 27573 31960 33787 39275 40032 45656 46290 46346 46979 48004
988189,7503 7781 10724 13176 17758 18362 19006 20580 24852 25072 31215 31663 34448 39877 44632 46049 46886 48057
2542868,196 19660
421146,116 6369 7862 17207 30777
428721,13884 22935
1083885,1558 7916 8192 11888 19261 24852 27845 29674 40910 47766
1372213,16759 27845 28204 44359
2938796,15424
54830,34050
1345542,890 3583 4605 5876 13984 22825 26209 28986 30391 32655 37067 44910 46206 47630
1820442,2120 35652 36885
2725665,10342
1537491,13176 20082 24838
2079385,5025 47209
1837389,17949 28756 35221
246012,14947 27104 49520
844003,29077 34270 34565 46616
2505429,1710 14084 14764 24852 41665 43961
4551,21288 24852 31562 39001 47630 49683
982688,5194 13176 18465 30391
3088373,14947 19511 21709 24024 40763 47766
221293,13176 21323 21903 34243 35221 45007
1894802,21137 24852 49235
1822987,2825 2878 3585 3849 12659 24852 26629 28204
2901836,3696 25718 27275 31992 35221 49235
2486880,7156 13176 18362 21137 24852 25340 26283 27663 28204 38383 38777 42557
1085562,21526 27845 37119
71975,4799 5077 16617 21903 22035 24221 46650
2050474,4920 21903
3410894,9825 20119 24531 24952 30489 31596 35946
178336,19723
2638483,3967 7300 18489 20860 23544 23670 24852 25406 31676 32472 35850 46776 49668
2514410,12087 18555 21497 23909 40278 40348 47226
871022,4210 24852
1579268,7676 24838 25466 25890 43988 46906 47766
1290145,852 11422 15130 19734 23909 24852 28199 28204 33548 44156 44292
2573387,3849 11452 19376 21603 24320 24852 31040 33198 34262 38322 42987 43295 45437 47209 47626
3090914,1158 4920 5134 5322 8277 8436 9550 11520 13176 16896 17600 18700 20738 21137 21616 21903 24838 25842 27966 30252 31371 31635 33731 35336 35628 37158 38689 39275 42342 42383 45066 46969 47209 47626
1551720,21137 25340 28199 42347
1518118,781 10467 13176 19046 22825 33845 37646 48679
2195289,459 26209
2800797,3957 4366 4421 5876 6347 12452 13661 17789 18362 18689 19057 19660 21137 21903 22035 23634 24010 26790 27104 27966 30489 33120 34045 46969 47209
2746525,48015
175395,2450 19894 21137 21903 23282 24852 26604 26842 28985 30776 33754 35221 39275 41950 42526 46906 47626 47766 49683
2911542,8467 10305 16797 18418 23734 24852 27521 28985 47766
2889044,1437 7538 8920 13129 14951 19156 21573 23687 25584 25836 33065 34217 38890 41557 42450 44522 45478 45961 48199
1912196,5077 28851
2406289,13176
2097040,5077 6507 10473 24852 27845 39863 44548
3331009,39461
476851,1712 15732 16797 20119 24852 33462 36210 38400 39275
